filename,text
female1_angry_10a_1.txt,Water harms the new born boy.
female1_angry_15a_1.txt,Sound the horn if you need more.
female1_angry_5a_1.txt,The lord swims in the sea.
female1_anxious_10a_1.txt,Water harms the new born boy.
female1_anxious_15a_1.txt,I am not sure how severe the wound is!
female1_anxious_5a_1.txt,The lord swims in the sea.
female1_apologetic_10a_1.txt,Water harms the new born boy.
female1_apologetic_15a_1.txt,"Forgive me, but I must leave now"
female1_apologetic_5a_1.txt,The lord swims in the sea.
female1_assertive_10a_1.txt,Water harms the new born boy.
female1_assertive_15a_1.txt,I will think about it and get back to you.
female1_assertive_5a_1.txt,The lord swims in the sea.
female1_concerned_10a_1.txt,Water harms the new born boy.
female1_concerned_15a_1.txt,I know how frustrating it can be.
female1_concerned_5a_1.txt,The lord swims in the sea.
female1_encouraging_10a_1.txt,Water harms the new born boy.
female1_encouraging_15a_1.txt,You should be proud of yourself!
female1_encouraging_5a_1.txt,The lord swims in the sea.
female1_excited_10a_1.txt,Water harms the new born boy.
female1_excited_15a_1.txt,Sound the horn if you need more.
female1_excited_5a_1.txt,The lord swims in the sea.
female1_happy_10a_1.txt,Water harms the new born boy.
female1_happy_15a_1.txt,Sound the horn if you need more.
female1_happy_5a_1.txt,The lord swims in the sea.
female1_neutral_10a_1.txt,Water harms the new born boy.
female1_neutral_15a_1.txt,Sound the horn if you need more.
female1_neutral_5a_1.txt,The lord swims in the sea.
female1_sad_10a_1.txt,Water harms the new born boy.
female1_sad_15a_1.txt,Sound the horn if you need more.
female1_sad_5a_1.txt,The lord swims in the sea.
female2_angry_10a_1.txt,Water harms the new born boy.
female2_angry_15a_1.txt,Sound the horn if you need more.
female2_angry_5a_1.txt,The lord swims in the sea.
female2_anxious_10a_1.txt,Water harms the new born boy.
female2_anxious_15a_1.txt,I am not sure how severe the wound is!
female2_anxious_5a_1.txt,The lord swims in the sea.
female2_apologetic_10a_1.txt,Water harms the new born boy.
female2_apologetic_15a_1.txt,"Forgive me, but I must leave now"
female2_apologetic_5a_1.txt,The lord swims in the sea.
female2_assertive_10a_1.txt,Water harms the new born boy.
female2_assertive_15a_1.txt,I will think about it and get back to you.
female2_assertive_5a_1.txt,The lord swims in the sea.
female2_concerned_10a_1.txt,Water harms the new born boy.
