common_voice_en_115781.mp3,I'll find out everything,Ill find out everything,0.0,0.0,0.0
common_voice_en_125699.mp3,last remaining fuel drained from the generator,Lights flickered as the last remaining fuel drained from the generator,0.36363636363636365,0.36363636363636365,0.36363636363636365
common_voice_en_141401.mp3,two women stand outside with the young girl,Two women stand outside with a young girl,0.125,0.125,0.234375
common_voice_en_141402.mp3,two children playing in the snow nearest aka blogs,Two children playing in the snow near a stack of logs,0.45454545454545453,0.45454545454545453,0.6363636363636365
common_voice_en_141403.mp3,a child is crouching on the edge of a curve looking at something in the distance,A child is crouching on the edge of a curb looking at something in the distance,0.0625,0.0625,0.12109375
common_voice_en_141404.mp3,child with curly hair laying in a field holding it down tonight,Child with curly hair laying in a field holding a dandelion,0.2727272727272727,0.25,0.38636363636363635
common_voice_en_141405.mp3,a homeless man pushes and overfilled plastic blue shopping cart,A homeless man pushes an overfilled plastic blue shopping cart,0.1,0.1,0.18999999999999995
common_voice_en_141406.mp3,the blonde woman runs beside the Lush vegetation,The blond woman runs beside the lush vegetation,0.125,0.125,0.234375
common_voice_en_141407.mp3,ABC store full of people shopping at the store,A busy store full of people shopping at the store,0.2,0.2,0.28888888888888886
common_voice_en_141408.mp3,book reservation for my nieces and I at lighthorse Tavern,Book reservation for my nieces and I at Light Horse Tavern,0.18181818181818182,0.18181818181818182,0.26363636363636356
common_voice_en_141409.mp3,a couple of homeless people rubbish to rabab Katanning atoms that make them laugh,A couple of homeless people rummage through a bag containing items that make them laugh,0.4,0.4,0.6142857142857143
common_voice_en_141410.mp3,two young children bounce on a short trampoline,Two young children Bounce on a short trampoline,0.0,0.0,0.0
common_voice_en_141411.mp3,a drummer playing a red drum set,A drummer playing a red drum set,0.0,0.0,0.0
common_voice_en_141412.mp3,a woman in a sorry is talking to a man in a white shirt,A woman in a sari is talking to a man in a white shirt,0.07142857142857142,0.07142857142857142,0.1377551020408163
common_voice_en_141413.mp3,a man and woman walking down the street,A man and woman walking down the street,0.0,0.0,0.0
common_voice_en_141414.mp3,many birds are sitting on a concrete wall,Many birds are sitting on a concrete wall,0.0,0.0,0.0
common_voice_en_141415.mp3,a bird has its wings spread very wide and the standing on rocks,A bird has its wings spread very wide and is standing on rocks,0.07692307692307693,0.07692307692307693,0.1479289940828401
common_voice_en_141416.mp3,a large crowd of people stand at the start line of a race,A large crowd of people stand at the start line of a race,0.0,0.0,0.0
common_voice_en_17246108.mp3,one can't be too careful,One cant be too careful,0.0,0.0,0.0
common_voice_en_17285839.mp3,I seem to remember just wearing a t-shirt and jeans,I seem to remember just wearing a tshirt and jeans,0.0,0.0,0.0
common_voice_en_17730637.mp3,citiguard had to be reduced as well due to financial tages,The city guard had to be reduced as well due to finance shortages,0.38461538461538464,0.38461538461538464,0.5524475524475524
common_voice_en_17730638.mp3,beauty reviews comments and ratings on the website,View the reviews comments and ratings on the website,0.2222222222222222,0.2222222222222222,0.3194444444444444
common_voice_en_18338320.mp3,how many layers do we need,How many layers do we need,0.0,0.0,0.0
common_voice_en_18344812.mp3,a bush doof had died a natural death,A bush chief had died a natural death,0.125,0.125,0.234375
common_voice_en_18344814.mp3,my Gully boy wins,By golly the boy wins,0.6,0.6,0.8
common_voice_en_18344815.mp3,washed your hands off me,Wash your hands of me,0.4,0.4,0.64
common_voice_en_18460407.mp3,except me significantly on the knee and spoke 30,He tapped me significantly on the knee and spoke Bertie,0.3,0.3,0.4555555555555556
common_voice_en_18460425.mp3,married by any chance,You married by any chance,0.2,0.2,0.19999999999999996
common_voice_en_18496989.mp3,I was trained in the dark art assembly coding,I was trained in the dark arts of assembly coding,0.2,0.2,0.28888888888888886
common_voice_en_18496990.mp3,McCoy sounder syphon poisonous atmosphere in the pink cabin,McCoy found a stifling poisonous atmosphere in the pent cabin,0.4,0.4,0.6000000000000001
common_voice_en_18496992.mp3,it was there I want my scripture prize,It was there I won my Scripture prize,0.125,0.125,0.234375
common_voice_en_18497004.mp3,I've been transferred between offices of dozen x wordy,Ive been transferred between offices a dozen times already,0.3333333333333333,0.3333333333333333,0.5555555555555556
common_voice_en_18497005.mp3,I have indeed happy old man,I have indeed Tuppy old man,0.16666666666666666,0.16666666666666666,0.30555555555555547
common_voice_en_18497006.mp3,have you set up a placeholder for the photograph,Have you set up a placeholder for the photograph,0.0,0.0,0.0
common_voice_en_18530336.mp3,what do you call yourself the phones that last,What do you call yourself the Fawn said at last,0.3,0.3,0.4555555555555556
common_voice_en_18530337.mp3,yes 8. That are go with me,Yes Ada thought she had better go with me,0.5555555555555556,0.5555555555555556,0.746031746031746
common_voice_en_18530338.mp3,summon me anywhere and I will come,Summon me anywhere and I will come,0.0,0.0,0.0
common_voice_en_18530340.mp3,that is a more alarming person than the cork,That is a more alarming person than the clerk,0.1111111111111111,0.1111111111111111,0.2098765432098766
common_voice_en_18530341.mp3,the packaging is reusable and environmentally friendly,The packaging is reusable and environmentally friendly,0.0,0.0,0.0
common_voice_en_18530342.mp3,we can make resource scarcity disappear using technology,We can make resource scarcity disappear using technology,0.0,0.0,0.0
common_voice_en_18530343.mp3,the axle was destroyed in the collision,The axle was destroyed in the collision,0.0,0.0,0.0
common_voice_en_18530344.mp3,oh yes I felt that I must put myself against him,Oh yes I felt that I must pit myself against him,0.09090909090909091,0.09090909090909091,0.17355371900826455
common_voice_en_18567511.mp3,on her face there was now an aspect of eager appeal,On her face there was now an aspect of eager appeal,0.0,0.0,0.0
common_voice_en_18567512.mp3,it's not agreeable is it,Its not agreeable is it,0.0,0.0,0.0
common_voice_en_18567513.mp3,that's not on our agenda for this meeting,Thats not on our agenda for this meeting,0.0,0.0,0.0
common_voice_en_18567520.mp3,but it was playing that even he was over doing this gayetty,But it was plain that even he was overdoing his gaiety,0.45454545454545453,0.4166666666666667,0.6287878787878788
common_voice_en_18567523.mp3,it's sometimes faster to use multiple 3D printers,Its sometimes faster to use multiple threed printers,0.125,0.125,0.234375
common_voice_en_18567524.mp3,well that one would be sure,Of that one would be sure,0.16666666666666666,0.16666666666666666,0.30555555555555547
common_voice_en_18567526.mp3,I thought of it 2,I thought of it too,0.2,0.2,0.3599999999999999
common_voice_en_18567549.mp3,I have not killed anything,I have not killed anything,0.0,0.0,0.0
common_voice_en_18567550.mp3,now don't waste it said the mother,Now dont waste it said the mother,0.0,0.0,0.0
common_voice_en_18567551.mp3,Walter he came the ringing voice,Walter he came the ringing voice,0.0,0.0,0.0
common_voice_en_18567566.mp3,connecting the dogs is not as easy as it seems and sheen learning,Connecting the dots is not as easy as it seems in machine learning,0.23076923076923078,0.23076923076923078,0.40828402366863903
common_voice_en_18567567.mp3,the clinician will be with you shortly,The clinician will be with you shortly,0.0,0.0,0.0
common_voice_en_18567568.mp3,yeah we are he said with this shrill wavering laugh,There we are he said with his shrill wavering laugh,0.2,0.2,0.3599999999999999
common_voice_en_18567569.mp3,nobody said you did sit The Red Queen,Nobody said you did said the Red Queen,0.125,0.125,0.234375
common_voice_en_18627225.mp3,we aim to accommodate reasonable room quest,We aim to accommodate reasonable requests,0.3333333333333333,0.2857142857142857,0.40476190476190477
common_voice_en_18627226.mp3,engraver became agitated in traffic,The driver became agitated in the traffic,0.42857142857142855,0.42857142857142855,0.5428571428571429
common_voice_en_18627227.mp3,intermediate level,The exam is at an intermediate level,0.7142857142857143,0.7142857142857143,0.7142857142857143
common_voice_en_18627228.mp3,strong language for Liam,This is strong language William,0.8,0.6666666666666666,0.8
common_voice_en_18627229.mp3,who was the first of broken Silence,The Hatter was the first to break the silence,0.5555555555555556,0.5555555555555556,0.746031746031746
common_voice_en_18667053.mp3,enough don't recall set the Thomas after thinking a minute or two,They lived on treacle said the Dormouse after thinking a minute or two,0.46153846153846156,0.46153846153846156,0.6858974358974359
common_voice_en_18667054.mp3,a lock you into this room and keep the key,Ill lock you into this room and keep the key,0.1,0.1,0.18999999999999995
common_voice_en_18667055.mp3,Esther dear she said very quietly I'm not going home again,Esther dear she said very quietly I am not going home again,0.16666666666666666,0.16666666666666666,0.24242424242424243
common_voice_en_18714484.mp3,owners were initially taken by surprise by the scope of the strike,The mill owners were initially taken by surprise by the scope of the strike,0.14285714285714285,0.14285714285714285,0.1428571428571429
common_voice_en_18714485.mp3,Everly Odin is currently working as the volleyball guide for the popular website about.com,Beverly Oden is currently working as the Volleyball Guide for the popular website Aboutcom,0.14285714285714285,0.14285714285714285,0.26530612244897966
common_voice_en_18714486.mp3,the portion of the rail bed is covered by a local ballpark near chickamauga,A portion of the rail bed is covered by a local ballpark near Chickamauga,0.07142857142857142,0.07142857142857142,0.1377551020408163
common_voice_en_18714488.mp3,is mentioned in the domesday book,He is mentioned in the Domesday Book,0.14285714285714285,0.14285714285714285,0.1428571428571429
common_voice_en_18714489.mp3,modern other roles he played to bar in The Mikado,Among other roles he played PoohBah in The Mikado,0.3333333333333333,0.3,0.4555555555555556
common_voice_en_18714490.mp3,Merida part of the Red Wings following the season,Murray departed the Red Wings following the season,0.375,0.3333333333333333,0.5
common_voice_en_18714491.mp3,after retiring nevins stayed involved in baseball,After retiring Nevin stayed involved in baseball,0.14285714285714285,0.14285714285714285,0.26530612244897966
common_voice_en_18714492.mp3,neither DD John Rowe or her husband were injured in the fire,Neither DeeDee Jonrowe or her husband were injured in the fire,0.2727272727272727,0.25,0.38636363636363635
