common_voice_en_25640858.wav,The group is often referred to as the Abu Musa faction.,The group is often referred to as the Abu Musa Faction,0.0
common_voice_en_19962335.wav,The objectives are given by the robot.,The objectives are given by the robot,0.0
common_voice_en_19867786.wav,This is called stopping the strings.,This is called stopping the strings,0.0
common_voice_en_19547601.wav,Each has its own episode list.,Each has its own episode list,0.0
common_voice_en_19547558.wav,That quickly was murdered by his favorite slave.,Daqiqi was murdered by his favorite slave,0.2857142857142857
common_voice_en_18890730.wav,There are two main types of producer audio or creative producer and content producer.,There are two main types of producer audio or creative producer and content producer,0.0
common_voice_en_21206738.wav,"McKee was born in Kingston ON but grew up in Loyalist, Ontario.",McKee was born in Kingston Ontario but grew up in Loyalist Ontario,0.08333333333333333
common_voice_en_18909343.wav,These cards are used to bid for turn order.,These cards are used to bid for turn order,0.0
common_voice_en_18714558.wav,The runabout was amongst the Star Trek Micro machines produced by Gallup.,A runabout was amongst the Star Trek Micro Machines produced by Galoob,0.16666666666666666
common_voice_en_23893310.wav,This area also has a television channel named as Araniko Television.,This area also has a Television Channel named as Araniko Television,0.0
common_voice_en_20167587.wav,That boy's tutor.,That boys tutor,0.0
common_voice_en_23893686.wav,"The Chapmans 11 Filkins, Oxfordshire and a restored Victorian farmhouse.",The Chapmans live in Filkins Oxfordshire in a restored Victorian farmhouse,0.2727272727272727
common_voice_en_19519476.wav,Such data degradation is known as soft errors.,Such data degradation is known as soft errors,0.0
common_voice_en_23893796.wav,"He is interred at Old Cemetery in Amherst, NH.",He is interred at Old Cemetery in Amherst New Hampshire,0.2
common_voice_en_20177068.wav,"Various bands have recorded covers in repulsion songs, including Napalm Death, impaled and Entombed.",Various bands have recorded covers of Repulsion songs including Napalm Death Impaled and Entombed,0.07142857142857142
common_voice_en_19553001.wav,The mass of water gave rise to induce seismicity.,The mass of water gave rise to induced seismicity,0.1111111111111111
common_voice_en_25359304.wav,It had been first settled after the American Revolution.,It had been first settled after the American Revolution,0.0
common_voice_en_21182026.wav,"After the hearing, Brown predicted that she would be cleared at trial.",After the hearing Brown predicted that she would be cleared at trial,0.0
common_voice_en_18893980.wav,The club hoped to build new changing facilities.,The club hope to build new changing facilities,0.125
common_voice_en_19519447.wav,Modern democracy builds on such participation of the people and media.,Modern democracy builds on such participation of the people and media,0.0
common_voice_en_30645446.wav,Given was both writer and illustrator.,Given was both writer and illustrator,0.0
common_voice_en_30645570.wav,They were good enough as the reading force withdrew.,They were gotten off as the raiding force withdrew,0.3333333333333333
common_voice_en_22758699.wav,"The genus includes the important group of culinary herbs, marjoram and oregano.",The genus includes the important group of culinary herbs marjoram and oregano,0.0
common_voice_en_19552147.wav,This approach is sometimes called modern control to distinguish it from classical control.,This approach is sometimes called modern control to distinguish it from classical control,0.0
common_voice_en_21229017.wav,A number of houses have been built with many more under construction.,A number of houses have been built with many more under construction,0.0
common_voice_en_29742045.wav,Stop misbehaving or I'll call your mom.,Stop misbehaving or Ill call your mom,0.0
common_voice_en_20999394.wav,Hemoglobins affinity for oxygen increases as successive molecules of oxygen bind.,Hemoglobins affinity for oxygen increases as successive molecules of oxygen bind,0.0
common_voice_en_23566577.wav,The company shares now trade on the Toronto Stock Exchange.,The companys shares now trade on the Toronto Stock Exchange,0.1
common_voice_en_19519437.wav,"More recently, the department is again being renamed.",More recently the department has again been renamed,0.25
common_voice_en_18714501.wav,She was the first ship named for James Butler Sigourney.,She was the first ship named for James Butler Sigourney,0.0
common_voice_en_19547388.wav,"Years later, Gene wondered if the girl had really liked him.",Years later Jean wondered if the girl had really liked him,0.09090909090909091
common_voice_en_21494148.wav,The most major error is the way you hold bonus is treated.,The most major error is the way Hold Bonus is treated,0.09090909090909091
common_voice_en_24569315.wav,Grant laid out his agenda for Good common school education.,Grant laid out his agenda for good common school education,0.0
common_voice_en_21203428.wav,The team formed after Medford OR Southern Oregon Timber Jacks relocated to Vancouver.,The team formed after Medford Oregons Southern Oregon Timberjacks relocated to Vancouver,0.25
common_voice_en_21507080.wav,The abandoned Fort had apparently been built a few years earlier by the Kashmiris.,The abandoned fort had apparently been built a few years earlier by the Kashmiris,0.0
common_voice_en_27292583.wav,Hoyles Plains was the original terminus of the Port Wakefield Railway line.,Hoyles Plains was the original terminus of the Port Wakefield railway line,0.0
common_voice_en_19867860.wav,This property is the basis for principal components analysis and canonical correlation.,This property is the basis for principal components analysis and canonical correlation,0.0
common_voice_en_23893754.wav,The name was altered first to Volinia and then to Volinia.,The name was altered first to Volenia and then to Volinia,0.09090909090909091
common_voice_en_25640305.wav,We must be strenuous.,We must be strenuous,0.0
common_voice_en_19567935.wav,John Diefenbaker reportedly loathed Stevens over the issue.,John Diefenbaker reportedly loathed Stevens over the issue,0.0
common_voice_en_24949179.wav,The Argentina National Football team home matches have also been played here.,The Argentina national football team home matches have also been played here,0.0
